Recruitment Number,Position Number,Classification,Department,Interview Date,Selection,Job Offer Date,Effective Date,Comments,Date Verification
1840094,123-010-129-010,Supply Chain Manager,Legal,2023-01-01,Barbara Jackson,2023-01-15,2023-01-17,new to org,Dates OK
1840094,123-010-129-011,Supply Chain Manager,Legal,2022-04-25,Kenneth Williams,2022-05-07,2022-06-23,new to org,Dates OK
1614253,123-007-118-004,Network Engineer,Information Technology,2022-05-10,Paul Miller,2022-06-03,,declined,Dates OK
1614253,123-007-118-005,Network Engineer,Information Technology,2022-10-09,Ashley Ramirez,2022-10-21,,declined,Dates OK
8684482,123-010-123-005,Data Engineer,Legal,2022-12-01,Robert Jones,2022-12-13,2022-12-16,,Dates OK
8684482,123-010-123-006,Data Engineer,Legal,2022-04-14,George Green,2022-04-27,,declined,Dates OK
9600542,123-002-124-003,Compliance Officer,Finance,2022-01-23,Margaret Sanchez,2022-01-29,2022-03-18,new to org,Dates OK
9600542,123-002-124-004,Compliance Officer,Finance,2022-03-23,Carol Mitchell,2022-04-19,,rescinded,Dates OK
9600542,123-002-124-005,Compliance Officer,Finance,2022-09-25,Sophia Gonzalez,2022-10-05,2022-11-14,transfer,Dates OK
9624152,123-004-118-010,Network Engineer,Marketing,2023-03-24,Donald Wilson,2023-04-02,,rescinded,Dates OK
4115755,123-009-109-001,IT Technician,Operations,2022-10-07,Amanda Jackson,2022-10-08,2022-11-04,promo,Dates OK
4475171,123-007-101-010,Software Engineer,Information Technology,2022-11-22,Sandra Hill,2022-11-26,,declined,Dates OK
4475171,123-007-101-011,Software Engineer,Information Technology,2022-11-29,Mary Rivera,2022-12-07,,declined,Dates OK
2069085,123-005-120-014,Executive Assistant,Sales,2022-12-03,Kenneth Hill,2022-12-21,2023-01-15,,Dates OK
2069085,123-005-120-015,Executive Assistant,Sales,2022-11-24,Nancy Perez,2022-12-06,2023-01-28,transfer,Dates OK
2069085,123-005-120-016,Executive Assistant,Sales,2023-05-26,Mia Mitchell,2023-06-02,2023-07-07,,Dates OK
2069085,123-005-120-017,Executive Assistant,Sales,2022-02-03,Thomas Sanchez,2022-02-25,2022-04-21,,Dates OK
2069085,123-005-120-018,Executive Assistant,Sales,2022-12-20,Kenneth Young,2022-12-23,2023-01-06,transfer,Dates OK
9885075,123-005-112-012,Business Analyst,Sales,2022-01-31,Amanda Robinson,2022-02-05,2022-03-17,,Dates OK
9885075,123-005-112-013,Business Analyst,Sales,2023-03-02,Andrew Ramirez,2023-03-27,2023-03-29,new to org,Dates OK
9885075,123-005-112-014,Business Analyst,Sales,2023-05-18,Emily Mitchell,2023-05-26,2023-06-20,new to org,Dates OK
3209515,123-010-113-001,Operations Supervisor,Legal,,,,,cancelled,Dates OK
4662556,123-002-107-004,Sales Associate,Finance,2023-02-15,Logan Hernandez,2023-03-05,,declined,Dates OK
4662556,123-002-107-005,Sales Associate,Finance,2022-10-13,Anthony Edwards,2022-10-24,2022-12-13,promo,Dates OK
4662556,123-002-107-006,Sales Associate,Finance,2022-11-22,Kevin Cruz,2022-12-09,2023-01-13,transfer,Dates OK
4662556,123-002-107-007,Sales Associate,Finance,2023-05-22,Mia Sanchez,2023-06-16,2023-07-16,promo,Dates OK
4662556,123-002-107-008,Sales Associate,Finance,2022-06-10,Jackson Lewis,2022-07-10,,rescinded,Dates OK
3980080,123-005-113-001,Operations Supervisor,Sales,2022-06-26,Edward Robinson,2022-07-18,2022-09-15,new to org,Dates OK
2649587,123-010-113-002,Operations Supervisor,Legal,2022-01-30,Richard Green,2022-02-19,2022-03-06,,Dates OK
2649587,123-010-113-003,Operations Supervisor,Legal,2022-03-24,Michelle Allen,2022-04-13,,declined,Dates OK
2649587,123-010-113-004,Operations Supervisor,Legal,2022-11-29,Charlotte Johnson,2022-12-19,2023-01-04,,Dates OK
2649587,123-010-113-005,Operations Supervisor,Legal,2022-04-04,Kenneth Walker,2022-04-16,,declined,Dates OK
1381170,123-010-124-008,Compliance Officer,Legal,2022-06-15,Mia Collins,2022-06-30,2022-07-24,promo,Dates OK
1381170,123-010-124-009,Compliance Officer,Legal,2022-07-24,Barbara Walker,2022-08-04,2022-08-13,promo,Dates OK
1381170,123-010-124-010,Compliance Officer,Legal,2022-07-31,Lucas Johnson,2022-08-19,,rescinded,Dates OK
1381170,123-010-124-011,Compliance Officer,Legal,2023-03-31,Amanda Hill,2023-04-08,2023-05-29,promo,Dates OK
3967518,123-009-115-012,Graphic Designer,Operations,2022-06-13,Logan Collins,2022-06-21,2022-07-21,new to org,Dates OK
2171758,123-001-101-014,Software Engineer,Human Resources,2022-03-14,Logan Harris,2022-04-09,2022-05-06,,Dates OK
2171758,123-001-101-015,Software Engineer,Human Resources,2022-01-25,Dorothy Roberts,2022-02-09,2022-03-12,transfer,Dates OK
2171758,123-001-101-016,Software Engineer,Human Resources,2023-02-12,Charles Phillips,2023-03-11,2023-05-03,transfer,Dates OK
2171758,123-001-101-017,Software Engineer,Human Resources,2023-06-08,Lisa Sanchez,2023-06-29,2023-08-10,transfer,Dates OK
8382743,123-002-114-008,Research Analyst,Finance,2022-04-25,Thomas Carter,2022-05-19,,declined,Dates OK
3834568,123-007-112-024,Business Analyst,Information Technology,2023-05-10,Jessica Gomez,2023-05-17,,declined,Dates OK
3834568,123-007-112-025,Business Analyst,Information Technology,2022-03-17,Nancy Adams,2022-04-01,,declined,Dates OK
3834568,123-007-112-026,Business Analyst,Information Technology,2022-09-24,Edward Thomas,2022-10-05,2022-10-24,,Dates OK
8460359,123-008-111-002,Product Manager,Research and Development,2022-06-01,Edward Rodriguez,2022-06-18,2022-07-07,transfer,Dates OK
8460359,123-008-111-003,Product Manager,Research and Development,2023-01-07,Olivia White,2023-01-30,,declined,Dates OK
8460359,123-008-111-004,Product Manager,Research and Development,2022-06-12,Charlotte Rivera,2022-07-01,,rescinded,Dates OK
6112711,123-008-116-010,Content Writer,Research and Development,2022-05-12,Ethan Hall,2022-05-17,,declined,Dates OK
6112711,123-008-116-011,Content Writer,Research and Development,2022-08-22,Thomas Green,2022-08-23,2022-10-17,,Dates OK
6112711,123-008-116-012,Content Writer,Research and Development,2022-01-13,Karen Martinez,2022-01-22,,rescinded,Dates OK
7109621,123-009-124-005,Compliance Officer,Operations,2022-06-09,Daniel Adams,2022-06-28,2022-08-22,promo,Dates OK
7109621,123-009-124-006,Compliance Officer,Operations,2023-05-12,Matthew Parker,2023-06-02,2023-06-13,new to org,Dates OK
7109621,123-009-124-007,Compliance Officer,Operations,2023-01-24,Barbara Walker,2023-01-25,2023-03-09,,Dates OK
7109621,123-009-124-008,Compliance Officer,Operations,2022-07-31,Joseph Martin,2022-08-08,2022-08-18,new to org,Dates OK
7109621,123-009-124-009,Compliance Officer,Operations,2022-05-03,Deborah Campbell,2022-05-24,,rescinded,Dates OK
4304141,123-008-112-007,Business Analyst,Research and Development,2023-06-21,Mason Mitchell,2023-07-20,2023-08-04,transfer,Dates OK
4304141,123-008-112-008,Business Analyst,Research and Development,2023-02-13,Kevin Williams,2023-03-06,2023-03-13,new to org,Dates OK
4304141,123-008-112-009,Business Analyst,Research and Development,2022-03-23,Sarah Scott,2022-04-18,2022-04-22,transfer,Dates OK
4304141,123-008-112-010,Business Analyst,Research and Development,2022-07-07,Jessica Taylor,2022-07-30,2022-09-28,promo,Dates OK
5111878,123-008-108-008,Customer Support Rep,Research and Development,2022-05-16,Ava Jones,2022-06-02,,declined,Dates OK
5111878,123-008-108-009,Customer Support Rep,Research and Development,2022-07-14,Jennifer Mitchell,2022-08-07,2022-09-30,new to org,Dates OK
6079484,123-004-102-004,Data Scientist,Marketing,2023-05-04,Edward Nguyen,2023-05-19,,declined,Dates OK
6079484,123-004-102-005,Data Scientist,Marketing,,,,,cancelled,Dates OK
1857027,123-002-111-016,Product Manager,Finance,2022-07-22,Jennifer Walker,2022-07-26,2022-08-30,,Dates OK
1857027,123-002-111-017,Product Manager,Finance,2022-01-10,Karen Torres,2022-01-29,2022-02-26,,Dates OK
2871060,123-008-124-010,Compliance Officer,Research and Development,2023-02-21,James Taylor,2023-03-13,2023-03-31,,Dates OK
2871060,123-008-124-011,Compliance Officer,Research and Development,2023-05-10,Nancy Allen,2023-05-27,2023-06-15,promo,Dates OK
6027079,123-009-109-002,IT Technician,Operations,2023-05-31,Amanda Scott,2023-06-10,,rescinded,Dates OK
6027079,123-009-109-003,IT Technician,Operations,2023-05-15,Edward Lopez,2023-05-16,2023-06-06,transfer,Dates OK
9548795,123-008-116-013,Content Writer,Research and Development,2022-11-08,Edward Ramirez,2022-11-12,,declined,Dates OK
9548795,123-008-116-014,Content Writer,Research and Development,2022-07-07,Nancy Green,2022-07-14,2022-09-02,,Dates OK
2823879,123-004-125-019,Security Analyst,Marketing,2023-06-28,Karen Lee,2023-07-14,,rescinded,Dates OK
2823879,123-004-125-020,Security Analyst,Marketing,2022-08-04,Karen Flores,2022-08-23,,declined,Dates OK
3593718,123-003-111-013,Product Manager,Engineering,2022-06-10,Mia Hernandez,2022-06-21,2022-07-25,promo,Dates OK
3593718,123-003-111-014,Product Manager,Engineering,2022-10-03,Deborah Campbell,2022-10-11,2022-12-10,,Dates OK
5409982,123-005-116-013,Content Writer,Sales,2022-12-29,Nancy Campbell,2023-01-25,,declined,Dates OK
5409982,123-005-116-014,Content Writer,Sales,2023-02-07,Karen Ramirez,2023-03-04,2023-03-31,,Dates OK
5409982,123-005-116-015,Content Writer,Sales,2022-02-26,Charlotte Sanchez,2022-03-12,,declined,Dates OK
6932624,123-003-121-005,UX Designer,Engineering,2022-07-27,Isabella Rivera,2022-08-03,2022-09-15,transfer,Dates OK
6932624,123-003-121-006,UX Designer,Engineering,2022-01-25,Mason White,2022-02-05,2022-03-05,new to org,Dates OK
6932624,123-003-121-007,UX Designer,Engineering,2022-07-24,Emily Scott,2022-08-19,2022-09-02,new to org,Dates OK
6932624,123-003-121-008,UX Designer,Engineering,2022-04-20,Mia Moore,2022-04-23,2022-05-09,,Dates OK
3691366,123-008-111-005,Product Manager,Research and Development,2023-02-04,Deborah Nelson,2023-02-27,2023-04-27,transfer,Dates OK
3691366,123-008-111-006,Product Manager,Research and Development,2023-01-20,Sarah Hill,2023-01-22,2023-01-29,promo,Dates OK
3691366,123-008-111-007,Product Manager,Research and Development,2023-01-14,Nancy Moore,2023-01-29,,declined,Dates OK
3691366,123-008-111-008,Product Manager,Research and Development,2022-03-17,Donald Rodriguez,2022-03-28,2022-05-17,transfer,Dates OK
3691366,123-008-111-009,Product Manager,Research and Development,2022-11-03,Logan Martinez,2022-11-22,2022-12-05,promo,Dates OK
2476481,123-004-115-008,Graphic Designer,Marketing,2022-10-26,Emily King,2022-11-18,2022-11-20,new to org,Dates OK
2476481,123-004-115-009,Graphic Designer,Marketing,2022-11-18,Deborah Jones,2022-12-16,,declined,Dates OK
2476481,123-004-115-010,Graphic Designer,Marketing,2022-08-08,Melissa Cruz,2022-08-14,2022-09-04,,Dates OK
8857213,123-008-108-010,Customer Support Rep,Research and Development,2022-09-23,Amanda Rivera,2022-10-02,,rescinded,Dates OK
8857213,123-008-108-011,Customer Support Rep,Research and Development,2023-02-25,William Davis,2023-03-11,2023-04-06,transfer,Dates OK
8857213,123-008-108-012,Customer Support Rep,Research and Development,2022-03-03,Mason King,2022-04-02,2022-05-05,transfer,Dates OK
7265860,123-010-101-003,Software Engineer,Legal,2023-05-19,Sophia Wright,2023-05-29,2023-07-05,new to org,Dates OK
7265860,123-010-101-004,Software Engineer,Legal,2022-04-05,Melissa Jones,2022-04-23,2022-06-12,transfer,Dates OK
7265860,123-010-101-005,Software Engineer,Legal,2023-06-10,David Phillips,2023-07-08,,declined,Dates OK
7265860,123-010-101-006,Software Engineer,Legal,2022-07-15,Michelle Adams,2022-08-09,2022-08-14,,Dates OK
8230086,123-005-127-004,Training Coordinator,Sales,2022-03-16,Carol Perez,2022-03-22,2022-05-03,promo,Dates OK
8230086,123-005-127-005,Training Coordinator,Sales,2023-03-19,Kimberly Roberts,2023-04-17,2023-04-19,,Dates OK
8230086,123-005-127-006,Training Coordinator,Sales,2023-02-04,James Flores,2023-02-05,2023-02-06,new to org,Dates OK
8230086,123-005-127-007,Training Coordinator,Sales,2022-09-23,Margaret Martinez,2022-10-21,,rescinded,Dates OK
4739473,123-006-119-006,Account Manager,Customer Service,2022-12-30,Deborah Evans,2023-01-28,2023-03-26,promo,Dates OK
4739473,123-006-119-007,Account Manager,Customer Service,2022-06-01,Richard Roberts,2022-06-08,2022-06-28,promo,Dates OK
4739473,123-006-119-008,Account Manager,Customer Service,2022-02-10,Mary Wright,2022-03-07,,declined,Dates OK
4739473,123-006-119-009,Account Manager,Customer Service,2022-12-02,Daniel Jones,2022-12-30,,declined,Dates OK
4739473,123-006-119-010,Account Manager,Customer Service,2022-07-26,Kevin Wilson,2022-08-05,2022-08-16,promo,Dates OK
8118298,123-004-109-007,IT Technician,Marketing,2023-03-27,William Cruz,2023-03-31,2023-05-24,transfer,Dates OK
8118298,123-004-109-008,IT Technician,Marketing,2022-08-02,Mark Parker,2022-08-15,2022-08-19,transfer,Dates OK
8496267,123-007-115-009,Graphic Designer,Information Technology,2022-05-08,Matthew Nguyen,2022-05-11,,declined,Dates OK
8496267,123-007-115-010,Graphic Designer,Information Technology,2022-08-03,David Carter,2022-08-07,2022-09-08,transfer,Dates OK
7012792,123-006-124-007,Compliance Officer,Customer Service,2023-06-04,Jennifer Phillips,2023-06-16,,declined,Dates OK
7012792,123-006-124-008,Compliance Officer,Customer Service,2022-01-17,Charlotte Robinson,2022-01-18,2022-02-12,transfer,Dates OK
7012792,123-006-124-009,Compliance Officer,Customer Service,2022-12-30,Mia Miller,2023-01-11,2023-01-31,,Dates OK
7012792,123-006-124-010,Compliance Officer,Customer Service,2022-11-04,Charlotte Diaz,2022-11-12,2022-12-27,,Dates OK
2416860,123-007-121-006,UX Designer,Information Technology,2023-01-16,Kevin Jackson,2023-02-05,,declined,Dates OK
2416860,123-007-121-007,UX Designer,Information Technology,2022-09-12,Robert Martinez,2022-09-18,2022-10-25,new to org,Dates OK
2416860,123-007-121-008,UX Designer,Information Technology,2022-05-24,Kimberly Martinez,2022-06-16,,declined,Dates OK
2416860,123-007-121-009,UX Designer,Information Technology,2022-08-03,Patricia Hill,2022-08-31,2022-10-18,transfer,Dates OK
7960470,123-003-127-007,Training Coordinator,Engineering,2022-06-05,Jackson King,2022-06-29,,declined,Dates OK
7960470,123-003-127-008,Training Coordinator,Engineering,2022-04-23,Lisa Cruz,2022-05-19,2022-05-30,promo,Dates OK
7960470,123-003-127-009,Training Coordinator,Engineering,2023-02-18,Susan Martin,2023-03-11,,declined,Dates OK
7960470,123-003-127-010,Training Coordinator,Engineering,2022-01-30,Michelle Lee,2022-02-25,2022-02-27,new to org,Dates OK
6563023,123-008-101-009,Software Engineer,Research and Development,2022-02-17,Ava Clark,2022-03-07,2022-04-01,promo,Dates OK
9811471,123-003-106-001,Marketing Coordinator,Engineering,,,,,cancelled,Dates OK
4736280,123-007-103-008,Project Manager,Information Technology,2023-03-02,Donald Robinson,2023-03-30,,declined,Dates OK
8388951,123-010-105-005,Financial Analyst,Legal,2022-09-21,Donald Edwards,2022-09-26,,rescinded,Dates OK
6416968,123-009-122-004,DevOps Engineer,Operations,2022-07-20,Donald Young,2022-07-25,2022-08-09,transfer,Dates OK
6416968,123-009-122-005,DevOps Engineer,Operations,2022-03-26,Joseph Nelson,2022-04-19,2022-04-26,promo,Dates OK
6416968,123-009-122-006,DevOps Engineer,Operations,2022-04-18,Olivia Flores,2022-04-26,2022-05-11,new to org,Dates OK
5205556,123-005-106-013,Marketing Coordinator,Sales,2023-06-17,Kevin Nguyen,2023-07-04,2023-08-10,,Dates OK
5205556,123-005-106-014,Marketing Coordinator,Sales,2022-05-15,Edward Edwards,2022-05-26,2022-06-23,new to org,Dates OK
5205556,123-005-106-015,Marketing Coordinator,Sales,2022-02-05,Donna Mitchell,2022-03-01,2022-04-28,promo,Dates OK
7459731,123-001-121-002,UX Designer,Human Resources,2022-02-04,Elizabeth Green,2022-03-03,2022-04-23,transfer,Dates OK
7459731,123-001-121-003,UX Designer,Human Resources,2022-01-12,Betty Lee,2022-01-31,,rescinded,Dates OK
9066089,123-006-116-008,Content Writer,Customer Service,2023-04-10,Mark Wilson,2023-04-30,2023-05-17,,Dates OK
9066089,123-006-116-009,Content Writer,Customer Service,2023-06-11,Melissa Moore,2023-07-11,2023-08-02,transfer,Dates OK
6658193,123-003-129-010,Supply Chain Manager,Engineering,2023-04-13,Logan Young,2023-05-05,,rescinded,Dates OK
6658193,123-003-129-011,Supply Chain Manager,Engineering,2022-05-10,Mary Wright,2022-05-14,,declined,Dates OK
6658193,123-003-129-012,Supply Chain Manager,Engineering,2023-01-10,John Gomez,2023-01-24,2023-03-07,new to org,Dates OK
4810526,123-002-115-013,Graphic Designer,Finance,2022-12-22,William Parker,2023-01-01,2023-01-30,new to org,Dates OK
8317619,123-002-118-001,Network Engineer,Finance,2023-06-08,Isabella Cruz,2023-06-15,,declined,Dates OK
8317619,123-002-118-002,Network Engineer,Finance,2022-01-18,Amanda Anderson,2022-01-25,,declined,Dates OK
8317619,123-002-118-003,Network Engineer,Finance,2022-06-05,Kimberly Hill,2022-06-24,2022-08-19,new to org,Dates OK
8317619,123-002-118-004,Network Engineer,Finance,2023-01-07,Ethan Wright,2023-01-25,2023-02-09,transfer,Dates OK
8317619,123-002-118-005,Network Engineer,Finance,2022-04-13,Lisa Hernandez,2022-05-05,2022-05-16,promo,Dates OK
4795970,123-003-127-011,Training Coordinator,Engineering,2022-10-13,Mia Gonzalez,2022-10-15,2022-11-10,,Dates OK
4795970,123-003-127-012,Training Coordinator,Engineering,2023-03-08,Lucas King,2023-04-06,,rescinded,Dates OK
4795970,123-003-127-013,Training Coordinator,Engineering,2022-11-04,William Campbell,2022-11-05,2022-11-10,new to org,Dates OK
4795970,123-003-127-014,Training Coordinator,Engineering,2022-11-16,Emily Nelson,2022-11-23,,rescinded,Dates OK
4795970,123-003-127-015,Training Coordinator,Engineering,2023-02-25,Patricia Carter,2023-03-02,2023-03-12,transfer,Dates OK
9068702,123-003-127-016,Training Coordinator,Engineering,2023-03-06,David Adams,2023-03-19,,rescinded,Dates OK
9068702,123-003-127-017,Training Coordinator,Engineering,2022-03-14,Mason Thompson,2022-03-22,2022-04-09,promo,Dates OK
3356197,123-007-129-008,Supply Chain Manager,Information Technology,2022-05-26,Susan Lewis,2022-06-17,2022-07-05,promo,Dates OK
6494025,123-002-101-010,Software Engineer,Finance,2023-04-28,Michael Roberts,2023-05-06,,rescinded,Dates OK
6494025,123-002-101-011,Software Engineer,Finance,2023-04-11,Isabella Davis,2023-04-16,2023-04-21,new to org,Dates OK
6494025,123-002-101-012,Software Engineer,Finance,2022-02-11,Olivia Moore,2022-02-24,2022-04-19,new to org,Dates OK
6494025,123-002-101-013,Software Engineer,Finance,2023-03-13,Kenneth Robinson,2023-04-01,2023-04-12,transfer,Dates OK
6494025,123-002-101-014,Software Engineer,Finance,2022-08-19,Edward Jackson,2022-09-05,2022-09-12,,Dates OK
2486007,123-010-124-012,Compliance Officer,Legal,2023-05-22,Logan Diaz,2023-06-18,2023-08-02,promo,Dates OK
2486007,123-010-124-013,Compliance Officer,Legal,2022-04-18,Patricia Green,2022-05-16,2022-07-05,,Dates OK
2486007,123-010-124-014,Compliance Officer,Legal,2022-10-10,George Campbell,2022-11-08,,rescinded,Dates OK
2486007,123-010-124-015,Compliance Officer,Legal,2023-03-06,Steven Perez,2023-03-28,,rescinded,Dates OK
2486007,123-010-124-016,Compliance Officer,Legal,2022-04-14,Jennifer Smith,2022-05-07,2022-06-28,new to org,Dates OK
9146156,123-010-108-005,Customer Support Rep,Legal,2022-09-30,Margaret Nelson,2022-10-04,,declined,Dates OK
